timestamp,esp_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temperature
2025-09-11 14:33:57.609,774940,-8.559270858764648,2.7054479122161865,2.0853497982025146,0.0189188364893198,-0.10498622059822083,-0.04929555580019951,35.880001068115234
2025-09-11 14:33:57.609,774960,-8.465897560119629,2.6862943172454834,2.1068975925445557,0.05728943273425102,-0.10978253930807114,0.0045298621989786625,35.880001068115234
2025-09-11 14:33:57.618,774980,-8.413225173950195,2.6623523235321045,2.1140801906585693,0.098857581615448,-0.1596110314130783,0.023448698222637177,35.880001068115234
2025-09-11 14:33:57.642,775000,-8.379706382751465,2.7317841053009033,2.094926595687866,0.09033077955245972,-0.20331087708473206,0.006661561783403158,35.89176559448242
2025-09-11 14:33:57.664,775020,-8.190564155578613,2.920926094055176,2.008735179901123,0.009059724397957325,-0.1732006072998047,-0.045565083622932434,35.888824462890625
2025-09-11 14:33:57.719,775042,-8.59997272491455,2.6408045291900635,2.2433669567108154,-0.050361406058073044,-0.08926492929458618,-0.026646247133612633,35.89470672607422
2025-09-11 14:33:57.720,775061,-8.588001251220703,2.626439332962036,2.315192937850952,-0.05355895683169365,0.010658498853445053,0.102055124938488,35.90353012084961
2025-09-11 14:33:57.720,775081,-8.374917984008789,2.6886885166168213,2.231395959854126,-0.0543583482503891,0.10471975803375244,0.19158652424812317,35.90058898925781
2025-09-11 14:33:57.740,775101,-8.293514251708984,2.8419175148010254,2.2026655673980713,-0.05622358247637749,0.12923429906368256,0.17693108320236206,35.880001068115234
2025-09-11 14:33:57.761,775121,-8.394071578979492,2.873042106628418,2.1715409755706787,-0.051160797476768494,0.10232159495353699,0.11457886546850204,35.88588333129883
2025-09-11 14:33:57.817,775141,-8.243236541748047,2.9496564865112305,2.099714994430542,-0.019185297191143036,0.02851148694753647,0.053292494267225266,35.888824462890625
2025-09-11 14:33:57.818,775161,-7.872135162353516,3.157952070236206,1.9033904075622559,-0.06368453055620193,0.03357427194714546,-0.009859112091362476,35.89470672607422
2025-09-11 14:33:57.819,775181,-8.11634349822998,3.1699230670928955,2.0254945755004883,-0.1564134806394577,0.1401592642068863,-0.07514242082834244,35.88588333129883
2025-09-11 14:33:57.839,775201,-8.42040729522705,2.5761611461639404,2.252943754196167,-0.25953444838523865,0.18385910987854004,-0.02504747360944748,35.888824462890625
