timestamp,esp_timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temperature
2025-09-11 14:31:45.573,642933,-6.495469093322754,2.604891538619995,5.825092792510986,0.1417580395936966,0.05222664400935173,0.08766615390777588,35.97117614746094
2025-09-11 14:31:45.622,642953,-6.069301128387451,2.5522189140319824,5.585672378540039,0.11537826061248779,0.050361406058073044,0.05222664400935173,35.974117279052734
2025-09-11 14:31:45.623,642973,-6.277596950531006,2.2361843585968018,5.722142219543457,0.0921960175037384,0.03250842168927193,-0.011724349111318588,35.96823501586914
2025-09-11 14:31:45.634,642993,-6.3518171310424805,2.470816135406494,5.710171222686768,0.08446860313415527,-0.003197549842298031,-0.006928024813532829,35.96823501586914
2025-09-11 14:31:45.653,643013,-6.349422931671143,2.499546527862549,5.57370138168335,0.06768146902322769,-0.02851148694753647,-0.026912709698081017,35.982940673828125
2025-09-11 14:31:45.673,643033,-6.732495307922363,2.647987127304077,5.805939197540283,0.034640122205019,-0.02371516078710556,-0.01252373680472374,35.96823501586914
2025-09-11 14:31:45.740,643053,-6.856993675231934,2.341529369354248,6.030993938446045,0.10232159495353699,-0.029577335342764854,0.0839356780052185,35.96823501586914
2025-09-11 14:31:45.741,643073,-6.720524311065674,2.0374655723571777,5.872976779937744,0.2256937175989151,-0.024514546617865562,0.19052067399024963,35.97999954223633
2025-09-11 14:31:45.741,643093,-6.248866558074951,2.557007312774658,5.4659624099731445,0.2752557396888733,-0.003197549842298031,0.1745329201221466,35.96823501586914
2025-09-11 14:31:45.753,643113,-6.22731876373291,2.8634653091430664,5.382165431976318,0.12097396701574326,0.028777947649359703,0.1039203628897667,35.95941162109375
2025-09-11 14:31:45.774,643133,-6.414066314697266,2.7485435009002686,5.564124584197998,0.01945176161825657,0.03410719707608223,0.050361406058073044,35.96235275268555
2025-09-11 14:31:45.876,643153,-6.335057735443115,2.671929121017456,5.647922039031982,-0.0021316998172551394,0.04023583605885506,0.03410719707608223,35.965293884277344
